,Sentence,Sentiment
3808,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",neutral
6797,Great Things to Do at Home While Quarantined: Let’s Be Pandemic-Positive,positive
1195,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive
4239,ICE Said to Start Lining Up Financing for LSE Bidding War,positive
6451,"More Than 5,000 Small Business Loans Approved in First Month After Jobs Bill",positive
1437,volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral
1902,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral
2688,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive
3337,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral
2740,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral
640,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral
963,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,neutral
3970,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral
6942,Largest Ruby Ever to Come to Auction Breaks Record,positive
3247,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",neutral
119,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral
2960,The presentation material can be viewed on the company 's website in English after the conference .,neutral
333,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
1087,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,positive
1155,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral
2601,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral
1558,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",neutral
1096,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive
3635,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",neutral
6024,North American Exclusive! Eco-Friendly Steel Cuts Coal Use and Emissions,positive
1455,It will use the proceeds from the transaction to achieve its target .,neutral
4392,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral
2915,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,negative
3637,"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive
5437,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral
1294,The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral
882,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",neutral
3443,The aim is to increase sales by at least one fifth in 2006 .,positive
440,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral
1842,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral
6346,Heart & Sole: Fashion Mogul Hand Delivers New Sneakers to Homeless,positive
900,"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",positive
6909,"Tribute: Norman Borlaug, He Fed The World",positive
3799,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",neutral
5249,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive
3452,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",neutral
1143,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive
4385,FTSE edges up as investors cheer Kingfisher results,positive
2319,Both the net sales and operating profit were record high in the company 's history .,positive
1757,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral
6345,Tesco to Build World’s Largest Solar Roof and Spend Nearly a Billion on Carbon Cuts,positive
4178,Kemira 's partner in the project is St. Petersburg Water Works .,neutral
3737,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,negative
1543,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive
2465,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral
6131,Red Lobster Turns Green!,positive
6944,I Meant to Invite You Sooner — Free Business Coaching,positive
959,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative
2055,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral
1650,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral
6922,Pizza Restaurant “Pies it Forward” in Florida,positive
5807,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,neutral
3293,"Net sales will , however , increase from 2005 .",positive
4090,"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive
4003,`` Stonesoft sees great promise in the future of IPv6 .,positive
2397,Sales increased due to growing market rates and increased operations .,positive
229,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,positive
551,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,neutral
4107,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative
1778,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive
1320,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",neutral
2333,$RNN staying above the open a very good sign!!!,positive
4922,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive
1637,You are warmly welcome !,neutral
5482,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds .",neutral
721,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,neutral
194,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral
3908,Net investment income,neutral
4794,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",neutral
5788,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,neutral
1565,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral
1661,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral
4556,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
110,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",neutral
570,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative
4449,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral
370,Protalix has $ 42 million in cash and no sales .,neutral
5329,"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",neutral
